image acquisition	画像取得
microscope model	顕微鏡モデル
CTF correction	CTF補正
particle selection	粒子像選択
EM sample preparation	EM試料調製
spectrometer	スペクトロメーター
solution NMR	溶液NMR
solid-state NMR	個体NMR
synchrotron site	シンクロトロン拠点

DM	直接法
ISAS	反復単波長異常分散
ISIR	反復単一同系置換
ISIRAS	反復単一同系置換・異常分散
MAD	多波長異常分散
SAD	単波長異常分散
MIR	多重同系置換
MIRAS	多重同系置換・異常分散
MR	分子置換
SIR	単一同系置換
SIRAS	単一同系置換・異常分散
free electron laser	自由電子レーザー
fourier synthesis	フーリエ合成
rotating anode	回転陽極
detector type	検出器タイプ
assembly computation	集合体解析
assembly experiment	集合体実験
.	dbid_title
Cellular component 	細胞要素
Molecular function 	分子機能
Biological process 	生物学的過程
Domain  	ドメイン
Homologous superfamily 	相同スーパーファミリー
conserved site	保存部位, 
active site	活性部位
binding site	結合部位
ptm                	翻訳後修飾
family	ファミリー
repeat	反復

.	country
United States	米国
United Kingdom	英国
China	中国
Japan	日本
Germany	ドイツ
France	フランス
Canada	カナダ
Australia	オーストラリア
Switzerland	スイス
Sweden	スウェーデン
Spain	スペイン
Korea, Republic Of	韓国
Brazil	ブラジル
India	インド
Czech Republic	チェコ
Belgium	ベルギー
Taiwan	台湾
Denmark	デンマーク
Poland	ポーランド
Netherlands	オランダ
Russian Federation	ロシア
Austria	オーストリア
Italy	イタリア
Portugal	ポルトガル
Singapore	シンガポール
Finland	フィンランド
New Zealand	ニュージーランド
Israel	イスラエル
Hong Kong	香港
Thailand	タイ
Norway	ノルウェー
Ireland	アイルランド
Mexico	メキシコ
Slovenia	スロベニア
Hungary	ハンガリー
Argentina	アルゼンチン
Greece	ギリシャ
Saudi Arabia	サウジアラビア
Lithuania	リトアニア
South Africa	南アフリカ
Malaysia	マレーシア
Croatia	クロアチア
Chile	チリ
Turkey	トルコ
Uruguay	ウルグアイ
Pakistan	パキスタン

.	cifdic

SAS-CIF dictionary	SAS-CIF辞書
PDBx/mmCIF dictionary	PDBx/mmCIF辞書

Category	カテゴリ
Item	アイテム
Description	説明

.	bird
Antimicrobial	抗菌剤
Antiparasitic	抗寄生虫剤
Antibiotic	抗生剤
Aminoglycoside	アミノグリコシド
Oligopeptide	オリゴペプチド
Polypeptide	ポリペプチド
Inhibitor	阻害剤
Peptide-like	ペプチド様
Cyclic peptide	環状ペプチド
Immunosuppressant	免疫抑制剤
Glycopeptide	糖ペプチド
Cyclic lipopeptide	環状リポペプチド
Thiopeptide	チオペプチド
Toxin	毒素
Enzyme Inhibitor	酵素阻害剤
Antiretroviral	抗レトロウイルス剤
Lipoglycopeptide	リポ糖ペプチド
Anticancer	抗がん剤
Antiinflammatory	抗炎症剤
Antitumor	抗腫瘍剤
Thrombin inhibitor	トロンビン阻害剤
Pharmacology	薬理学
Mechanism of action	作用機序
Research use	研究利用
Info source	情報源
Antigen	抗原
saccharide	炭水化物
Oligosaccharide	オリゴ糖
metabolism	代謝
Substrate analog	基質類似体
Nutrient	栄養素
Drug delivery	薬物デリバリー
Anticoagulant	抗凝固薬
Glycan component	糖鎖要素
Protein binding	タンパク質結合
Alpha-Galactosylceramide	αガラクトシルセラミド
